compressedCoords,x,y,mapIds
-3539031,-32713,-32681,112984064;109314048
1834977,27,-32737,205522436
589813,8,-32757,190581251
-917491,-32754,13,63177216
786456,12,24,95422466;91752961
655288,9,-32696,174589440
-4063201,-32706,31,179309059
1769441,26,-32737,205521924
2424787,36,-32723,207093762
-3473394,-32715,14,63964934
2555858,38,-32722,207094785
-4259809,-32703,31,179307523
-4128739,-32705,29,179308545
2359255,35,-32727,206832132
-1310707,-32748,13,63310336
-3473396,-32715,12,63964936
-327658,-32763,22,220987401
1572831,23,-32735,209193217
-589869,-32758,-32723,132122626
-2228193,-32734,31,201064961;172360706
-458734,-32761,18,221119493
655367,10,7,235405317;88085264;54531079
196640,3,32,88081417
-851969,-32754,-32767,73401602
-1048535,-32752,41,171442694
851979,13,11,88086796
196639,3,31,88081416
65553,1,17,88080646;234754563;234751491
-1376255,-32747,1,73533952
-1310717,-32748,3,73533442
-720895,-32757,1,73402880
-851952,-32755,16,64487683
327662,4,-32750,192677890;191104002;192415750
-1900602,-32738,-32710,212601346
-1835066,-32739,-32710,212601858
1179655,18,7,234623750
1114126,17,14,234625536
-1703987,-32741,-32717,212603914
-1835070,-32739,-32706,212602114
-2293819,-32732,-32709,212731649
-4390984,-32700,-32696,194773254;194773250;194773252
-4194375,-32703,-32697,194776324;194776064
-4128836,-32704,-32700,194777096;194777094
-4522054,-32698,-32698,194772994
-4194374,-32703,-32698,194776066
-4259910,-32702,-32698,194774022;194775042
-4522053,-32698,-32699,194774020;194772996
983049,15,9,234622721
-1572913,-32743,-32719,196083722;159649808
-393208,-32762,8,104071170
-458786,-32760,-32734,156237834
-131109,-32765,-32731,126092552
-327715,-32762,-32733,156238857
-262197,-32763,-32715,126091544
-196668,-32764,-32708,126092063
-393267,-32761,-32717,126223638
-1245213,-32748,-32739,164364295
-1966171,-32737,-32677,66062083
-1245215,-32748,-32737,164364293
-1310743,-32747,-32745,164495885
-131059,-32766,13,88213258
-131050,-32766,22,88213249
393239,6,23,88082944;54529047
-1507327,-32745,1,73534976
-786432,-32756,0,73402625
-720860,-32757,36,171445249
-720861,-32757,35,171445248
524307,8,19,88084228
-1310712,-32748,8,73533447
23,0,23,88211968;54525975
917521,14,17,88087302
-851950,-32755,18,64487681
-720883,-32757,13,64488710;40894464
-655344,-32758,16,64489219
-851947,-32755,21,64487426
-720879,-32757,17,64488706
-720876,-32757,20,64488449
-1966140,-32737,-32708,212600577
-2162744,-32734,-32712,212598787
-2293814,-32732,-32714,212730374
-2031676,-32736,-32708,212600065
-4325448,-32701,-32696,194774274
-1900598,-32738,-32714,212601350
-1900604,-32738,-32708,212601344
-1769526,-32740,-32714,212602887
-4063302,-32705,-32698,194778112;194778114
-4128838,-32704,-32698,194777090
-3276881,-32717,-32687,109318148
-3342418,-32716,-32686,109317124
327663,4,-32751,191104004
-983031,-32753,9,37225987;138761
-262133,-32764,11,104072197
-327674,-32763,6,104071680
-393207,-32762,9,104071171;104858113
-262134,-32764,10,104072196
-3604558,-32712,-32690,54161742
-3735623,-32710,-32697,54162759
-3473447,-32714,-32729,54160679
-3473470,-32714,-32706,54160702
-4194359,-32703,-32713,54166327
-3735631,-32710,-32689,54162767
-3604537,-32712,-32711,54161721
-65574,-32766,-32730,156240902
-54,-32767,-32714,126093593
-4980818,-32691,-32686,54172498
-458804,-32760,-32716,126224151
-4849702,-32693,-32730,54171430;54531097;54532121
-3407944,-32715,-32696,54160200
-40,-32767,-32728,156241412
-196652,-32764,-32724,156239872
-4587607,-32697,-32681,54169431
-4128821,-32704,-32715,54165813
-5046320,-32690,-32720,54172976
-4259908,-32702,-32700,54166852
-41,-32767,-32727,156241411
1441769,21,-32745,204998656
-4522027,-32698,-32725,54168875
-3997762,-32706,-32702,54164802
65482,0,-32714,126094105
-4522039,-32698,-32713,54168887
-52,-32767,-32716,126093591
-5570604,-32682,-32724,54177068
-4456514,-32699,-32702,54168386
-196647,-32764,-32729,156239877
-196646,-32764,-32730,156239878
131035,1,-32731,126094600
-4456490,-32699,-32726,54168362
-37,-32767,-32731,126093576
-3604551,-32712,-32697,54161735
-4259899,-32702,-32709,54166843
-3801147,-32709,-32709,54163259
-5701672,-32680,-32728,54178088
-3539001,-32713,-32711,54161209
-5570605,-32682,-32723,54177069
-3997751,-32706,-32713,54164791
-5177415,-32688,-32697,54174023
-3932243,-32707,-32685,54164307
2097141,31,-32757,123996677
-44,-32767,-32724,156241408
-4980808,-32691,-32696,54172488
-4653111,-32696,-32713,54169911
131023,1,-32719,126094612
-4063285,-32705,-32715,54165301
-262180,-32763,-32732,156239368
-4915278,-32692,-32690,54171982;183500802
-4522015,-32698,-32737,54168863
-5636135,-32681,-32729,54177575
-4390971,-32700,-32709,54167867
131037,1,-32733,126094598
-4128826,-32704,-32710,54165818
-3211308,-32718,-32724,54158636
-5046353,-32690,-32687,54173009
-983096,-32752,-32712,147590656
-4784166,-32694,-32730,54170918
1441768,21,-32744,204998913
-5308459,-32686,-32725,54175019
-4784165,-32694,-32731,54170917
-4718646,-32695,-32714,54170422
1966069,29,-32757,123994629
-4653106,-32696,-32718,54169906
-393268,-32761,-32716,126223639
-3604542,-32712,-32706,54161726
-3670084,-32711,-32700,54162244
65501,0,-32733,126094086
-4522038,-32698,-32714,54168886
-4522034,-32698,-32718,54168882
-4587606,-32697,-32682,54169430;108004867
-4259906,-32702,-32702,54166850
-4522068,-32698,-32684,54168916;108006412
-5046344,-32690,-32696,54173000
-327740,-32762,-32708,126223135
-3407943,-32715,-32697,54160199
-4456492,-32699,-32724,54168364
-4915230,-32692,-32738,54171934
-5570601,-32682,-32727,54177065
-3670080,-32711,-32704,54162240
-4063283,-32705,-32717,54165299
-131131,-32765,-32709,126092574
65485,0,-32717,126094102
-5177391,-32688,-32721,54173999
-5046310,-32690,-32730,54172966
-393252,-32761,-32732,156238344
-4522058,-32698,-32694,54168906
-5111855,-32689,-32721,54173487
-131129,-32765,-32711,126092572
-4718622,-32695,-32738,54170398
-4456493,-32699,-32723,54168365
-4325434,-32701,-32710,54167354
2097139,31,-32755,123996673
-4784158,-32694,-32738,54170910
-4194362,-32703,-32710,54166330
-458788,-32760,-32732,156237832
-3407937,-32715,-32703,54160193
-4849701,-32693,-32731,54171429
-4456488,-32699,-32728,54168360
-4718676,-32695,-32684,54170452;108925440
-196667,-32764,-32709,126092062
-4325440,-32701,-32704,54167360
-5177386,-32688,-32726,54173994
-4718643,-32695,-32717,54170419
-4194361,-32703,-32711,54166329
-4063293,-32705,-32707,54165309
-3407945,-32715,-32695,54160201
327627,4,-32715,126096152
-3801160,-32709,-32696,54163272;110890497;113249795
-4456480,-32699,-32736,54168352
-3801150,-32709,-32706,54163262
-3670072,-32711,-32712,54162232
131032,1,-32728,156242436
-3670069,-32711,-32715,54162229
-1245237,-32748,-32715,147588611
-4325425,-32701,-32719,54167345
-4718633,-32695,-32727,54170409
-3276838,-32717,-32730,54159142
-4784179,-32694,-32717,54170931
-3407834,-32716,38,75760647;76285444
1310732,20,12,238298890
-1179679,-32749,-32737,164364805
1114125,17,13,238296842
1376265,21,9,238292992
524309,8,21,88084226
-917506,-32753,-32766,73401091
13,0,13,88212234
-1114076,-32751,36,171442177
-786433,-32755,-32767,73402114
720918,11,22,88085761
-655348,-32758,12,73403403
196628,3,20,88081667
-131063,-32766,9,88213262
-786411,-32756,21,64487938
-655341,-32758,19,64488960
-1638450,-32742,-32718,212603916
-1835063,-32739,-32713,212601861
-2162748,-32734,-32708,212730626
-1966131,-32737,-32717,212601354
-2097211,-32735,-32709,212599296
-1769524,-32740,-32716,212602890
-2293815,-32732,-32713,212730373
-2228278,-32733,-32714,212598790
-2162741,-32734,-32715,212599303
-4128837,-32704,-32699,194777092
-2293816,-32732,-32712,212731397
-3407955,-32715,-32685,109316100
-458765,-32760,-32755,149949440;147852290
-983054,-32752,-32754,149947392;147981313
-1048565,-32752,11,37224448;139275
-327675,-32763,5,104071937
-262139,-32764,5,104072449
-196603,-32765,5,104072961
-393209,-32762,7,104071169
-393212,-32762,4,104071426;104860161
-5308431,-32686,-32753,198446084
327657,4,-32745,189792776
-5570574,-32682,-32754,198575110
-262131,-32764,13,221512192
-786420,-32756,12,137228
-524287,-32760,1,135169
393192,5,-32744,189793287
-5439506,-32684,-32750,198444290
-5570576,-32682,-32752,198575106
262164,4,20,88082179
393235,6,19,88083204;54529043
327700,5,20,88082691
131090,2,18,88081157
327697,5,17,88082694
-851927,-32755,41,171444230
262163,4,19,88082180;54528019
-983034,-32753,6,73400837
-983033,-32753,7,73400838
-1376251,-32747,5,73533956
-589809,-32759,15,73403918
-720898,-32756,-32766,73402627
-524273,-32760,15,73404430
-786413,-32756,19,64487936
-786412,-32756,20,64487937
2228227,34,3,160172032
-2359351,-32731,-32713,212731910
-589806,-32759,18,64489729
-655346,-32758,14,64489221
-655345,-32758,15,64489220
-2031668,-32736,-32716,212600841
-1835061,-32739,-32715,212602376
-1900597,-32738,-32715,212601864
1114128,17,16,234625538
-2031671,-32736,-32713,212600325
-1966139,-32737,-32709,212600320
-2228283,-32733,-32709,212731137
-4194373,-32703,-32699,194776068
-4194372,-32703,-32700,194776070
-4194376,-32703,-32696,194776322
-4063301,-32705,-32699,194778116
-4390983,-32700,-32697,194772992
458735,6,-32751,191106052
-262137,-32764,7,104072193
-327676,-32763,4,104071938
-196604,-32765,4,104072962
-262138,-32764,6,104072192
-131061,-32766,11,104073221
-196605,-32765,3,104072963;210633736
-131130,-32765,-32710,126092573
-4259914,-32702,-32694,54166858
-1376310,-32746,-32714,147587586
-4194364,-32703,-32708,54166332
-4128824,-32704,-32712,54165816
-3670074,-32711,-32710,54162234
-3670075,-32711,-32709,54162235
-4849712,-32693,-32720,54171440
-5046316,-32690,-32724,54172972
-4456500,-32699,-32716,54168372
-3997745,-32706,-32719,54164785
-4587573,-32697,-32715,54169397
-4194389,-32703,-32683,54166357
-3735614,-32710,-32706,54162750
262089,3,-32713,126095642
-4587565,-32697,-32723,54169389
-458807,-32760,-32713,126224154
-5701673,-32680,-32727,54178089
-4915233,-32692,-32735,54171937
-4063294,-32705,-32706,54165310
-4128827,-32704,-32709,54165819
-983086,-32752,-32722,147590666
-4128840,-32704,-32696,54165832
-3997758,-32706,-32706,54164798
-4980814,-32691,-32690,54172494
-4653097,-32696,-32727,54169897
-3997767,-32706,-32697,54164807
-4259894,-32702,-32714,54166838
-327724,-32762,-32724,156238848
-4522040,-32698,-32712,54168888
-4849704,-32693,-32728,54171432
-5177416,-32688,-32696,54174024
-3735626,-32710,-32694,54162762;113246723
-3539018,-32713,-32694,54161226;108797708;113247745
-4784159,-32694,-32737,54170911
-4456482,-32699,-32734,54168354
-4522022,-32698,-32730,54168870
-4063299,-32705,-32701,54165315
-4718635,-32695,-32725,54170411
65499,0,-32731,126094088
-3997747,-32706,-32717,54164787
-4849735,-32693,-32697,54171463
-4587605,-32697,-32683,54169429;108004870
-5242951,-32687,-32697,54174535
-4653142,-32696,-32682,54169942
-3670093,-32711,-32691,54162253
-1114163,-32750,-32717,147589637
-4063291,-32705,-32709,54165307
-4587563,-32697,-32725,54169387
2097140,31,-32756,123996675
-1245229,-32748,-32723,147588619
-4849709,-32693,-32723,54171437
-4325429,-32701,-32715,54167349
-262188,-32763,-32724,156239360
-4587592,-32697,-32696,54169416
-3670088,-32711,-32696,54162248;110893572
-262204,-32763,-32708,126091551
-262201,-32763,-32711,126091548
-1048622,-32751,-32722,147590154
-4325435,-32701,-32709,54167355
-4980773,-32691,-32731,54172453
2031605,30,-32757,123995653
-4980815,-32691,-32689,54172495;183500800
-4587559,-32697,-32729,54169383
-4653089,-32696,-32735,54169889
-4915248,-32692,-32720,54171952
-3735625,-32710,-32695,54162761;110892033
-4587562,-32697,-32726,54169386
-3866687,-32708,-32705,54163775
-262184,-32763,-32728,156239364
-4259898,-32702,-32710,54166842
-4718638,-32695,-32722,54170414
-3932224,-32707,-32704,54164288
-131106,-32765,-32734,126092549
-3997748,-32706,-32716,54164788
-5636140,-32681,-32724,54177580
-4325460,-32701,-32684,54167380
-4915271,-32692,-32697,54171975
-4259907,-32702,-32701,54166851
-3735621,-32710,-32699,54162757
-43,-32767,-32725,156241409
-4456481,-32699,-32735,54168353
-131107,-32765,-32733,126092550
-4456516,-32699,-32700,54168388
-4784175,-32694,-32721,54170927
-4194370,-32703,-32702,54166338
-4784201,-32694,-32695,54170953
-4849708,-32693,-32724,54171436
-4980782,-32691,-32722,54172462
-131128,-32765,-32712,126092571
-3407916,-32715,-32724,54160172
-5570606,-32682,-32722,54177070
1507309,22,-32749,204999172
-3539019,-32713,-32693,54161227
-5046309,-32690,-32731,54172965
-3539010,-32713,-32702,54161218
-4390950,-32700,-32730,54167846
-4849705,-32693,-32727,54171433
-4259891,-32702,-32717,54166835
-3801154,-32709,-32702,54163266
-4063303,-32705,-32697,54165319
-5242928,-32687,-32720,54174512
-5505067,-32683,-32725,54176555
-4587575,-32697,-32713,54169399
-1310769,-32747,-32719,147588103
-4522024,-32698,-32728,54168872
-4522029,-32698,-32723,54168877
-50,-32767,-32718,126093589
786430,11,-32766,68421637
-2883582,-32724,2,153602
-1114122,-32750,-32758,75498759
-2293723,-32733,37,172361224
524284,7,-32764,68419587
-3604455,-32713,25,159257
1441779,21,-32755,99747587;183242240
1310692,19,-32740,206307331
262112,3,-32736,120064003
-917565,-32753,-32707,159121408;158334977
1441782,21,-32758,106693130
-1048555,-32752,21,172492294
720821,10,-32693,175639555
-1245166,-32749,18,172490755
-196618,-32764,-32758,131336192;147854341
-983019,-32753,21,172492806
-1966044,-32738,36,219547652
-196633,-32764,-32743,84805891
65506,0,-32738,120062469
-1703897,-32742,39,219414536
-1441819,-32745,-32741,168035328
-1638366,-32743,34,219415040;216924673
-327707,-32762,-32741,84806917
-32,-32767,-32736,120061955
-786481,-32755,-32719,155976714
589749,8,-32693,175642628
-786482,-32755,-32718,155976713
720823,10,-32695,175643652
917429,13,-32693,175638532
-131098,-32765,-32742,84805380
786356,11,-32692,175636482
-327708,-32762,-32740,84806918
917428,13,-32692,175638530
917430,13,-32694,175641601
786355,11,-32691,175636480;183240192
-2228181,-32734,43,180879874
655283,9,-32691,175642624
917432,13,-32696,175644674
65504,0,-32736,120062467;122946049
-31,-32767,-32737,120061956
-1638409,-32742,-32759,171705346
-917559,-32753,-32713,155975684
-1900538,-32739,6,180619264;172098572
-655419,-32757,-32709,155977728
-131096,-32765,-32744,84805378
-1572870,-32743,-32762,171705861
-852025,-32754,-32711,155976194
262136,3,-32760,190578694
-1572875,-32743,-32757,171705856
-2162644,-32735,44,180880387
-131088,-32765,-32752,189661709
-4653125,-32696,-32699,60037124
1048595,16,19,240518147
-327687,-32762,-32761,185860098
1048513,15,-32705,173540354
-1769466,-32741,6,171966476
-786489,-32755,-32711,155976706
-1638386,-32743,14,171967508
-1966097,-32737,-32751,167247875
1834981,27,-32741,205261569
-983059,-32752,-32749,165150736
1703909,25,-32741,205260545
1638375,24,-32743,205259777
-1572854,-32744,10,171968016
-851999,-32754,-32737,165151748
-1507323,-32745,5,171968523
-1638393,-32743,7,171967501
-589853,-32758,-32739,186908672
-852021,-32754,-32715,155976198
851900,12,-32700,174855172
-458781,-32760,-32739,165154822
-5374044,-32685,-32676,183242246
589799,8,-32743,190054404
-917523,-32753,-32749,165151248
-1703942,-32741,-32762,171704837
-1638408,-32742,-32760,171705347
-1441797,-32745,-32763,171706886
-1507339,-32744,-32757,171706368
-1703927,-32742,9,171966991
-1769462,-32741,10,171966480
-655381,-32757,-32747,165153294;161484040
-1376264,-32746,-32760,171707395
-1376267,-32746,-32757,171707392
-589845,-32758,-32747,165153806;161485064
-524324,-32759,-32732,165154561
-1900539,-32739,5,172098571
-1376261,-32746,-32763,171707398
-1507335,-32744,-32761,171706372
-1835000,-32740,8,172098062
-1900542,-32739,2,172098568
-1310729,-32747,-32759,171707906
-2097166,-32735,-32754,167379974
-1441781,-32746,11,171969041
-786488,-32755,-32712,155976707
-2293770,-32732,-32758,167381514
-1703935,-32742,1,171966983
-851995,-32754,-32741,165151752
-786469,-32755,-32731,165152514
-655392,-32757,-32736,165153283
655331,9,-32739,190054912
655333,9,-32741,190054914
786364,11,-32700,174854148
-524323,-32759,-32733,165154304
-1900559,-32738,-32753,167248389
-852019,-32754,-32717,155976200
1572883,24,19,117705224
-720946,-32756,-32718,155977225
-655418,-32757,-32710,155977729
-2031634,-32736,-32750,167379458
786416,11,-32752,193200646
-3866601,-32709,23,161303
1769506,27,34,168560656
-4194380,-32703,-32692,111411715;108791296
-1900518,-32739,26,182977548
1638429,25,29,168558598
-917477,-32754,27,179831810
1179670,18,22,240386054
-393219,-32761,-32765,134915
-4915269,-32692,-32699,60035076
-1769447,-32741,25,182978571
1114135,17,23,240517639
-3735549,-32711,3,160259
1703970,26,34,168559632
-1179638,-32750,10,140298
-3866623,-32709,1,161281
-1507391,-32744,-32705,159650306
-3866614,-32709,10,161290
1048586,16,10,54534154
262177,4,33,54528033;72092672
1245203,19,19,240386563
-3407871,-32716,1,157697
-983078,-32752,-32730,139463175
1179667,18,19,240386051
-1376320,-32746,-32704,159651329
-3473402,-32715,6,158214
-3538919,-32714,25,158745
-3735638,-32710,-32682,112461066
589801,8,-32745,189794824
1769480,27,8,156762627
196581,2,-32741,189532162
-1835071,-32739,-32705,159647746
-3801090,-32709,-32766,161538
-3407868,-32716,4,157700
917514,14,10,54533130
-786423,-32756,9,137225
1376275,21,19,240387587
-1507381,-32744,-32715,159650316
-4849729,-32693,-32703,60035592
-5242949,-32687,-32699,60032516
35,0,35,54525987
-4980780,-32691,-32724,54536217;54534169;54535193;54172460
-2883584,-32724,0,153600
1310740,20,20,240387076
851904,12,-32704,173670913
-5374022,-32685,-32698,60031491
393251,6,35,54529059;72094724
-3932157,-32708,3,161795
-852000,-32754,-32736,26084352
1114133,17,21,240517637
-5111878,-32689,-32698,60033539
